,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,month,daylight_minutes,hour_sin,hour_cos
16246,1.18,46,30.41,101,183.08,4.5,11,662.0,0.0,1.0
16247,1.19,46,30.41,101,183.96,2.25,11,662.0,0.0,1.0
16248,1.19,46,30.41,100,96.02,9.0,11,662.0,0.0,1.0
16249,1.17,46,30.41,100,119.53,11.25,11,662.0,0.0,1.0
16250,1.23,46,30.41,100,138.51,9.0,11,662.0,0.0,1.0
16251,1.25,46,30.4,100,187.99,7.87,11,662.0,0.0,1.0
16252,1.18,47,30.4,100,153.97,10.12,11,662.0,0.0,1.0
16253,1.18,47,30.4,100,122.5,4.5,11,662.0,0.0,1.0
16254,2.01,47,30.4,100,95.44,14.62,11,662.0,0.0,1.0
16255,3.06,47,30.4,100,149.37,7.87,11,662.0,0.0,1.0
16256,6.44,47,30.4,100,162.59,11.25,11,662.0,0.0,1.0
16257,13.51,47,30.39,99,127.18,7.87,11,662.0,0.0,1.0
16258,10.92,47,30.39,99,155.89,4.5,11,662.0,0.0,1.0
16259,14.12,47,30.39,100,116.56,7.87,11,662.0,0.0,1.0
16260,24.03,47,30.39,100,157.67,7.87,11,662.0,0.0,1.0
16261,29.6,47,30.4,100,127.6,11.25,11,662.0,0.0,1.0
16262,31.44,47,30.4,99,147.5,7.87,11,662.0,0.0,1.0
16263,34.53,47,30.4,99,124.89,4.5,11,662.0,0.0,1.0
16264,38.15,47,30.4,99,143.88,5.62,11,662.0,0.0,1.0
16265,37.09,47,30.4,98,114.39,6.75,11,662.0,0.0,1.0
16266,34.89,47,30.4,97,101.94,2.25,11,662.0,0.0,1.0
16267,28.29,48,30.4,97,138.4,4.5,11,662.0,0.0,1.0
16268,41.01,48,30.4,96,7.83,4.5,11,662.0,0.0,1.0
16269,69.63,49,30.39,95,150.53,7.87,11,662.0,0.0,1.0
16270,89.42,49,30.39,94,105.59,2.25,11,662.0,0.0,1.0
16271,71.85,50,30.39,92,146.98,6.75,11,662.0,0.0,1.0
16272,70.0,50,30.39,90,132.51,5.62,11,662.0,0.0,1.0
16273,94.54,50,30.38,88,128.51,6.75,11,662.0,0.0,1.0
16274,186.28,50,30.38,89,134.93,7.87,11,662.0,0.0,1.0
16275,191.05,49,30.39,91,184.95,5.62,11,662.0,0.0,1.0
16276,250.53,49,30.39,97,179.58,4.5,11,662.0,0.0,1.0
16277,267.87,49,30.39,97,78.28,2.25,11,662.0,0.0,1.0
16278,474.86,49,30.39,97,87.34,4.5,11,662.0,0.0,1.0
16279,488.67,48,30.39,97,64.44,4.5,11,662.0,0.0,1.0
16280,340.8,48,30.39,97,134.6,7.87,11,662.0,0.0,1.0
16281,243.04,48,30.39,97,102.1,3.37,11,662.0,0.0,1.0
16282,199.25,48,30.39,96,104.0,2.25,11,662.0,0.0,1.0
16283,135.85,49,30.39,95,47.64,4.5,11,662.0,0.0,1.0
16284,174.16,49,30.38,96,61.68,4.5,11,662.0,0.0,1.0
16285,218.02,48,30.38,98,119.66,7.87,11,662.0,0.0,1.0
16286,229.59,48,30.38,97,149.0,4.5,11,662.0,0.0,1.0
16287,265.0,48,30.38,96,118.14,5.62,11,662.0,0.0,1.0
16288,262.97,48,30.38,93,99.29,3.37,11,662.0,0.0,1.0
16289,286.57,49,30.38,93,85.59,5.62,11,662.0,0.0,1.0
16290,282.43,49,30.38,90,142.15,1.12,11,662.0,0.0,1.0
16291,245.73,49,30.38,89,112.6,11.25,11,662.0,0.0,1.0
16292,308.04,49,30.39,88,54.84,11.25,11,662.0,0.0,1.0
16293,307.57,49,30.39,89,71.6,4.5,11,662.0,0.0,1.0
16294,376.3,49,30.39,91,134.16,10.12,11,662.0,0.0,1.0
16295,447.56,49,30.39,92,55.76,6.75,11,662.0,0.0,1.0
16296,415.35,49,30.38,93,126.31,5.62,11,662.0,0.0,1.0
16297,362.48,49,30.39,96,39.08,5.62,11,662.0,0.0,1.0
16298,309.13,49,30.39,95,70.41,11.25,11,662.0,0.0,1.0
16299,346.94,49,30.39,95,138.75,5.62,11,662.0,0.0,1.0
16300,424.93,48,30.39,98,93.2,1.12,11,662.0,0.0,1.0
16301,986.79,47,30.4,99,47.46,7.87,11,662.0,0.0,1.0
16302,963.02,47,30.4,100,51.15,7.87,11,662.0,0.0,1.0
16303,316.77,47,30.4,100,69.53,3.37,11,662.0,0.0,1.0
16304,674.76,48,30.39,100,31.77,4.5,11,662.0,0.0,1.0
16305,477.33,48,30.39,99,64.44,7.87,11,662.0,0.0,1.0
16306,250.06,48,30.4,100,87.18,7.87,11,662.0,0.0,1.0
16307,534.59,48,30.4,99,55.04,5.62,11,662.0,0.0,1.0
16308,348.55,49,30.4,99,182.11,4.5,11,662.0,0.0,1.0
16309,388.74,49,30.4,99,10.29,6.75,11,662.0,0.0,1.0
16310,445.25,49,30.4,99,76.39,5.62,11,662.0,0.0,1.0
16311,301.91,49,30.4,98,120.39,5.62,11,662.0,0.0,1.0
16312,583.0,49,30.4,99,54.82,9.0,11,662.0,0.0,1.0
16313,616.64,50,30.4,99,68.86,4.5,11,662.0,0.0,1.0
16314,428.5,50,30.4,99,10.51,6.75,11,662.0,0.0,1.0
16315,728.07,50,30.4,99,93.1,5.62,11,662.0,0.0,1.0
16316,769.8,49,30.41,100,359.94,3.37,11,662.0,0.0,1.0
16317,783.02,49,30.41,100,10.47,6.75,11,662.0,0.0,1.0
16318,691.04,49,30.41,100,54.04,11.25,11,662.0,0.0,1.0
16319,782.75,49,30.41,100,13.29,9.0,11,662.0,0.0,1.0
16320,709.15,49,30.41,100,72.39,15.75,11,662.0,0.0,1.0
16321,692.11,48,30.41,99,76.93,4.5,11,662.0,0.0,1.0
16322,462.95,49,30.41,99,132.61,2.25,11,662.0,0.0,1.0
16323,549.09,49,30.41,99,90.12,7.87,11,662.0,0.0,1.0
16324,439.94,49,30.42,98,11.35,4.5,11,662.0,0.0,1.0
16325,419.91,49,30.42,98,18.52,5.62,11,662.0,0.0,1.0
16326,603.7,49,30.42,96,65.18,5.62,11,662.0,0.0,1.0
16327,303.37,50,30.42,96,180.29,6.75,11,662.0,0.0,1.0
16328,810.26,50,30.42,95,40.22,2.25,11,662.0,0.0,1.0
16329,436.71,50,30.43,93,10.29,9.0,11,662.0,0.0,1.0
16330,385.84,51,30.43,91,25.88,3.37,11,662.0,0.0,1.0
16331,828.01,50,30.43,92,157.24,4.5,11,662.0,0.0,1.0
16332,1075.64,50,30.43,98,93.99,6.75,11,662.0,0.0,1.0
16333,916.38,50,30.43,99,49.87,3.37,11,662.0,0.0,1.0
16334,378.8,49,30.43,98,81.37,4.5,11,662.0,0.0,1.0
16335,380.8,49,30.43,98,98.27,10.12,11,662.0,0.0,1.0
16336,343.09,49,30.43,96,51.51,3.37,11,662.0,0.0,1.0
16337,469.26,49,30.44,96,141.55,3.37,11,662.0,0.0,1.0
16338,324.06,50,30.44,94,75.08,3.37,11,662.0,0.0,1.0
16339,603.42,50,30.44,94,145.77,7.87,11,662.0,0.0,1.0
16340,650.12,49,30.44,97,78.68,11.25,11,662.0,0.0,1.0
16341,382.54,49,30.44,97,86.31,14.62,11,662.0,0.0,1.0
16342,385.84,49,30.44,97,49.18,7.87,11,662.0,0.0,1.0
16343,957.58,49,30.44,98,150.93,4.5,11,662.0,0.0,1.0
16344,886.05,49,30.44,98,62.63,6.75,11,662.0,0.0,1.0
16345,635.55,49,30.44,97,62.77,5.62,11,662.0,0.0,1.0
16346,394.27,49,30.45,97,73.65,7.87,11,662.0,0.0,1.0
16347,507.72,49,30.45,96,142.64,5.62,11,662.0,0.0,1.0
16348,428.78,48,30.44,96,100.17,7.87,11,662.0,0.0,1.0
16349,369.92,48,30.44,95,170.21,3.37,11,662.0,0.0,1.0
16350,441.41,48,30.44,96,127.26,13.5,11,662.0,0.0,1.0
16351,356.55,47,30.44,96,100.31,3.37,11,662.0,0.0,1.0
16352,352.66,47,30.44,97,139.13,10.12,11,662.0,0.0,1.0
16353,379.62,46,30.45,100,132.03,5.62,11,662.0,0.0,1.0
16354,395.41,46,30.45,100,134.61,10.12,11,662.0,0.0,1.0
16355,581.88,46,30.45,100,121.37,10.12,11,662.0,0.0,1.0
16356,305.46,46,30.45,100,91.21,4.5,11,662.0,0.0,1.0
16357,385.3,46,30.45,99,90.82,5.62,11,662.0,0.0,1.0
16358,285.3,45,30.44,99,96.35,10.12,11,662.0,0.0,1.0
16359,369.67,45,30.44,99,182.87,10.12,11,662.0,0.0,1.0
16360,251.67,45,30.45,99,95.27,4.5,11,662.0,0.0,1.0
16361,279.44,45,30.45,98,108.22,6.75,11,662.0,0.0,1.0
16362,233.12,45,30.45,98,190.86,5.62,11,662.0,0.0,1.0
16363,194.56,45,30.44,98,189.64,2.25,11,662.0,0.0,1.0
16364,288.44,46,30.44,98,29.82,4.5,11,662.0,0.0,1.0
16365,196.88,46,30.44,98,56.28,7.87,11,662.0,0.0,1.0
16366,342.08,45,30.43,99,140.04,4.5,11,662.0,0.0,1.0
16367,248.66,45,30.43,99,135.4,11.25,11,662.0,0.0,1.0
16368,353.55,45,30.43,100,117.25,5.62,11,662.0,0.0,1.0
16369,289.42,45,30.43,100,232.81,5.62,11,662.0,0.0,1.0
16370,175.07,45,30.43,100,131.33,11.25,11,662.0,0.0,1.0
16371,148.86,45,30.43,100,106.13,3.37,11,662.0,0.0,1.0
16372,145.5,45,30.42,100,173.22,7.87,11,662.0,0.0,1.0
16373,196.07,45,30.42,99,167.72,2.25,11,662.0,0.0,1.0
16374,65.63,45,30.42,99,113.79,11.25,11,662.0,0.0,1.0
16375,73.55,45,30.42,99,131.93,9.0,11,662.0,0.0,1.0
16376,54.85,45,30.42,99,125.83,12.37,11,662.0,0.0,1.0
16377,120.64,45,30.42,99,146.21,9.0,11,662.0,0.0,1.0
16378,64.23,45,30.43,99,97.38,6.75,11,662.0,0.0,1.0
16379,26.56,45,30.43,99,169.3,6.75,11,662.0,0.0,1.0
16380,30.53,45,30.42,98,71.55,6.75,11,662.0,0.0,1.0
16381,29.73,45,30.42,98,167.42,9.0,11,662.0,0.0,1.0
16382,21.72,45,30.42,98,100.03,7.87,11,662.0,0.0,1.0
16383,21.95,45,30.42,98,159.27,9.0,11,662.0,0.0,1.0
16384,18.1,45,30.42,97,150.66,6.75,11,662.0,0.0,1.0
16385,12.69,44,30.42,96,151.07,9.0,11,662.0,0.0,1.0
16386,7.52,44,30.42,95,112.66,11.25,11,662.0,0.0,1.0
16387,5.94,44,30.42,95,154.77,11.25,11,662.0,0.0,1.0
16388,4.34,44,30.42,95,189.32,14.62,11,662.0,0.0,1.0
16389,2.36,44,30.42,92,171.4,11.25,11,662.0,0.0,1.0
16390,1.46,43,30.43,82,133.5,5.62,11,662.0,0.0,1.0
16391,1.23,43,30.42,77,181.03,6.75,11,662.0,0.0,1.0
16392,1.18,43,30.42,80,145.28,7.87,11,662.0,0.0,1.0
16393,1.17,43,30.42,75,125.25,9.0,11,662.0,0.0,1.0
16394,1.21,42,30.42,76,146.45,9.0,11,662.0,0.0,1.0
16395,1.19,42,30.41,75,173.21,12.37,11,662.0,0.0,1.0
16396,1.24,42,30.42,82,150.88,6.75,11,662.0,0.0,1.0
16397,1.21,41,30.41,87,106.53,5.62,11,662.0,0.0,1.0
16398,1.21,41,30.41,95,181.82,3.37,11,662.0,0.0,1.0
16399,1.17,41,30.42,97,117.26,9.0,11,662.0,0.0,1.0
16400,1.16,42,30.42,97,166.07,6.75,11,662.0,0.0,1.0
16401,1.19,42,30.42,98,131.0,12.37,11,662.0,0.0,1.0
16402,1.21,42,30.42,98,123.75,9.0,11,662.0,0.0,1.0
16403,1.2,42,30.42,98,139.61,3.37,11,662.0,0.0,1.0
16404,1.2,43,30.41,98,134.2,7.87,11,662.0,0.0,1.0
16405,1.19,42,30.41,97,111.46,9.0,11,662.0,0.0,1.0
16406,1.2,43,30.41,97,144.88,11.25,11,662.0,0.0,1.0
16407,1.22,43,30.41,97,97.17,6.75,11,662.0,0.0,1.0
16408,1.17,43,30.41,97,101.0,3.37,11,662.0,0.0,1.0
16409,1.19,42,30.41,98,179.76,11.25,11,662.0,0.0,1.0
16410,1.22,42,30.41,98,176.49,7.87,11,662.0,0.0,1.0
16411,1.22,43,30.41,99,169.3,5.62,11,662.0,0.0,1.0
16412,1.2,43,30.41,98,171.76,7.87,11,662.0,0.0,1.0
16413,1.19,42,30.41,98,136.21,10.12,11,662.0,0.0,1.0
16414,1.19,42,30.41,99,167.73,3.37,11,662.0,0.0,1.0
16415,1.18,42,30.41,99,117.63,9.0,11,662.0,0.0,1.0
16416,1.2,42,30.41,99,122.35,5.62,11,662.0,0.0,1.0
16417,1.21,42,30.41,99,132.44,11.25,11,662.0,0.0,1.0
16418,1.22,42,30.41,99,110.33,10.12,11,662.0,0.0,1.0
16419,1.2,42,30.42,98,200.7,3.37,11,662.0,0.0,1.0
16420,1.2,42,30.42,98,122.37,3.37,11,662.0,0.0,1.0
16421,1.2,42,30.42,98,178.7,6.75,11,662.0,0.0,1.0
16422,1.16,42,30.42,98,139.05,10.12,11,662.0,0.0,1.0
16423,1.2,42,30.42,97,124.12,9.0,11,662.0,0.0,1.0
16424,1.21,41,30.42,96,142.16,7.87,11,662.0,0.0,1.0
16425,1.24,42,30.42,96,165.89,3.37,11,662.0,0.0,1.0
16426,1.2,41,30.42,96,139.02,12.37,11,662.0,0.0,1.0
16427,1.19,41,30.42,94,149.97,6.75,11,662.0,0.0,1.0
16428,1.17,40,30.42,90,135.84,10.12,11,662.0,0.0,1.0
16429,1.2,40,30.42,88,119.15,9.0,11,662.0,0.0,1.0
16430,1.19,41,30.42,79,71.79,2.25,11,662.0,0.0,1.0
16431,1.2,41,30.42,74,113.0,6.75,11,662.0,0.0,1.0
16432,1.19,41,30.42,65,135.7,5.62,11,662.0,0.0,1.0
16433,1.18,42,30.42,68,146.6,6.75,11,662.0,0.0,1.0
16434,1.21,42,30.42,60,163.51,5.62,11,662.0,0.0,1.0
16435,1.19,42,30.42,59,174.03,6.75,11,662.0,0.0,1.0
16436,1.25,42,30.42,59,193.13,6.75,11,662.0,0.0,1.0
16437,1.19,43,30.43,59,161.73,7.87,11,662.0,0.0,1.0
16438,1.19,44,30.43,61,155.7,4.5,11,662.0,0.0,1.0
16439,1.22,44,30.43,61,159.46,2.25,11,662.0,0.0,1.0
16440,1.19,43,30.43,62,140.64,6.75,11,662.0,0.0,1.0
16441,1.21,43,30.43,68,153.25,7.87,11,662.0,0.0,1.0
16442,1.18,42,30.43,75,155.43,7.87,11,662.0,0.0,1.0
16443,1.2,41,30.43,86,193.56,5.62,11,662.0,0.0,1.0
16444,1.22,41,30.43,97,129.01,5.62,11,662.0,0.0,1.0
16445,1.21,42,30.43,98,178.61,10.12,11,662.0,0.0,1.0
16446,1.19,42,30.43,98,170.47,12.37,11,662.0,0.0,1.0
16447,1.18,42,30.44,98,121.39,9.0,11,662.0,0.0,1.0
16448,1.2,42,30.44,98,184.58,3.37,11,662.0,0.0,1.0
16449,1.19,42,30.44,97,107.22,10.12,11,662.0,0.0,1.0
16450,1.19,41,30.44,97,164.38,5.62,11,662.0,0.0,1.0
16451,1.19,41,30.44,96,131.29,14.62,11,662.0,0.0,1.0
16452,1.17,40,30.44,93,172.82,5.62,11,662.0,0.0,1.0
16453,1.17,40,30.44,91,140.66,4.5,11,662.0,0.0,1.0
16454,1.21,40,30.44,86,90.05,6.75,11,662.0,0.0,1.0
16455,1.2,40,30.44,81,116.2,7.87,11,662.0,0.0,1.0
16456,1.2,39,30.44,80,112.76,6.75,11,662.0,0.0,1.0
16457,1.2,38,30.45,91,150.99,5.62,11,662.0,0.0,1.0
16458,1.21,39,30.45,93,174.75,6.75,11,662.0,0.0,1.0
16459,1.2,39,30.45,91,118.27,9.0,11,662.0,0.0,1.0
16460,1.17,39,30.45,86,118.11,3.37,11,662.0,0.0,1.0
16461,1.18,40,30.45,82,121.89,7.87,11,662.0,0.0,1.0
16462,1.21,41,30.45,77,142.81,10.12,11,662.0,0.0,1.0
16463,1.19,41,30.45,73,159.48,5.62,11,662.0,0.0,1.0
16464,1.18,42,30.46,62,86.06,3.37,11,662.0,0.0,1.0
16465,1.18,41,30.46,58,151.64,6.75,11,662.0,0.0,1.0
16466,1.19,41,30.46,57,184.95,7.87,11,662.0,0.0,1.0
16467,1.15,40,30.46,66,79.93,6.75,11,662.0,0.0,1.0
16468,1.2,40,30.46,77,122.94,10.12,11,663.0,0.0,1.0
16469,1.2,39,30.46,90,186.25,4.5,11,663.0,0.0,1.0
16470,1.19,40,30.46,96,150.1,3.37,11,663.0,0.0,1.0
16471,1.21,40,30.46,96,196.67,2.25,11,663.0,0.0,1.0
16472,1.17,40,30.46,95,116.45,3.37,11,663.0,0.0,1.0
16473,1.19,40,30.45,97,137.17,6.75,11,663.0,0.0,1.0
16474,1.22,39,30.45,98,136.44,6.75,11,663.0,0.0,1.0
16475,1.21,39,30.46,98,148.0,9.0,11,663.0,0.0,1.0
16476,1.2,39,30.46,99,135.02,11.25,11,663.0,0.0,1.0
16477,1.19,39,30.46,98,138.02,10.12,11,663.0,0.0,1.0
16478,1.18,39,30.46,99,171.42,4.5,11,663.0,0.0,1.0
16479,1.18,39,30.46,99,159.12,3.37,11,663.0,0.0,1.0
16480,1.18,39,30.46,99,106.57,12.37,11,663.0,0.0,1.0
16481,1.19,39,30.46,99,177.75,7.87,11,663.0,0.0,1.0
16482,1.19,40,30.46,99,130.84,11.25,11,663.0,0.0,1.0
16483,1.19,40,30.46,99,146.78,6.75,11,663.0,0.0,1.0
16484,1.21,40,30.46,99,120.62,9.0,11,663.0,0.0,1.0
16485,1.2,40,30.46,98,117.77,12.37,11,663.0,0.0,1.0
16486,1.2,40,30.46,98,121.81,3.37,11,663.0,0.0,1.0
16487,1.2,40,30.46,98,120.14,6.75,11,663.0,0.0,1.0
16488,1.19,40,30.46,99,108.44,5.62,11,663.0,0.0,1.0
16489,1.18,40,30.46,99,117.03,14.62,11,663.0,0.0,1.0
16490,1.2,40,30.46,99,150.06,2.25,11,663.0,0.0,1.0
16491,1.17,40,30.46,99,175.56,7.87,11,663.0,0.0,1.0
16492,1.2,40,30.46,99,105.22,13.5,11,663.0,0.0,1.0
16493,1.18,40,30.46,99,101.38,5.62,11,663.0,0.0,1.0
16494,1.2,40,30.46,98,140.54,9.0,11,663.0,0.0,1.0
16495,1.17,40,30.46,98,196.2,6.75,11,663.0,0.0,1.0
16496,1.18,40,30.46,97,137.52,13.5,11,663.0,0.0,1.0
16497,1.17,40,30.46,97,144.75,10.12,11,663.0,0.0,1.0
16498,1.17,40,30.46,96,130.35,11.25,11,663.0,0.0,1.0
16499,1.18,41,30.46,95,167.76,10.12,11,663.0,0.0,1.0
16500,1.15,41,30.46,93,43.82,2.25,11,663.0,0.0,1.0
16501,1.18,42,30.46,91,141.58,4.5,11,663.0,0.0,1.0
16502,1.22,42,30.46,80,74.81,5.62,11,663.0,0.0,1.0
16503,1.18,42,30.45,70,119.08,5.62,11,663.0,0.0,1.0
16504,1.21,42,30.45,71,91.86,5.62,11,663.0,0.0,1.0
16505,1.24,42,30.45,80,74.14,2.25,11,663.0,0.0,1.0
16506,1.19,42,30.45,67,134.98,2.25,11,663.0,0.0,1.0
16507,1.19,42,30.45,85,112.79,2.25,11,663.0,0.0,1.0
16508,1.2,43,30.45,88,149.45,5.62,11,663.0,0.0,1.0
16509,1.22,44,30.46,81,9.97,4.5,11,663.0,0.0,1.0
16510,1.22,46,30.46,71,134.42,3.37,11,663.0,0.0,1.0
16511,1.21,45,30.45,42,89.39,6.75,11,663.0,0.0,1.0
16512,1.22,44,30.45,47,151.86,7.87,11,663.0,0.0,1.0
16513,1.21,43,30.45,56,150.11,5.62,11,663.0,0.0,1.0
16514,1.22,43,30.45,80,159.92,5.62,11,663.0,0.0,1.0
16515,1.21,43,30.45,63,126.01,9.0,11,663.0,0.0,1.0
16516,1.2,44,30.45,84,127.32,7.87,11,663.0,0.0,1.0
16517,1.19,44,30.45,83,111.27,9.0,11,663.0,0.0,1.0
16518,1.21,44,30.44,81,134.93,10.12,11,663.0,0.0,1.0
16519,1.23,44,30.44,77,171.96,7.87,11,663.0,0.0,1.0
16520,1.22,44,30.44,64,126.96,4.5,11,663.0,0.0,1.0
16521,1.2,43,30.44,75,145.03,2.25,11,663.0,0.0,1.0
16522,1.22,43,30.44,94,174.13,5.62,11,663.0,0.0,1.0
16523,1.19,43,30.44,95,141.98,6.75,11,663.0,0.0,1.0
16524,1.2,44,30.44,95,110.36,10.12,11,663.0,0.0,1.0
16525,1.19,44,30.44,95,138.48,3.37,11,663.0,0.0,1.0
16526,1.19,44,30.44,95,135.41,10.12,11,663.0,0.0,1.0
16527,1.18,44,30.44,95,141.18,7.87,11,663.0,0.0,1.0
16528,1.2,44,30.44,94,135.77,11.25,11,663.0,0.0,1.0
16529,1.21,44,30.44,93,80.46,6.75,11,663.0,0.0,1.0
16530,1.18,44,30.44,92,111.08,5.62,11,663.0,0.0,1.0
16531,1.16,45,30.44,90,162.93,4.5,11,663.0,0.0,1.0
16532,1.22,45,30.43,89,154.64,12.37,11,663.0,0.0,1.0
16533,1.19,45,30.43,88,117.07,7.87,11,663.0,0.0,1.0
16534,1.22,45,30.43,86,130.1,7.87,11,663.0,0.0,1.0
16535,1.19,45,30.43,85,140.26,9.0,11,663.0,0.0,1.0
16536,1.19,46,30.43,84,151.06,2.25,11,663.0,0.0,1.0
16537,1.21,46,30.43,81,121.61,9.0,11,663.0,0.0,1.0
16538,1.2,47,30.43,77,96.13,6.75,11,663.0,0.0,1.0
16539,1.22,48,30.43,69,74.89,10.12,11,663.0,0.0,1.0
16540,1.53,48,30.43,62,120.56,4.5,11,663.0,0.0,1.0
16541,2.56,48,30.43,59,158.96,4.5,11,663.0,0.0,1.0
16542,5.28,48,30.43,64,153.54,7.87,11,663.0,0.0,1.0
16543,7.79,49,30.43,69,118.29,5.62,11,663.0,0.0,1.0
16544,11.12,50,30.43,63,84.49,6.75,11,663.0,0.0,1.0
16545,14.55,51,30.43,65,127.48,3.37,11,663.0,0.0,1.0
16546,17.88,51,30.43,49,86.27,4.5,11,663.0,0.0,1.0
16547,34.03,51,30.42,52,117.94,9.0,11,663.0,0.0,1.0
16548,46.46,51,30.42,53,141.41,11.25,11,663.0,0.0,1.0
16549,63.26,51,30.42,61,152.09,4.5,11,663.0,0.0,1.0
16550,82.67,51,30.42,70,196.91,4.5,11,663.0,0.0,1.0
16551,103.51,51,30.42,70,129.85,5.62,11,663.0,0.0,1.0
16552,127.04,51,30.42,84,126.08,4.5,11,663.0,0.0,1.0
16553,150.64,52,30.42,81,55.16,7.87,11,663.0,0.0,1.0
16554,175.6,53,30.42,79,152.32,2.25,11,663.0,0.0,1.0
16555,201.6,53,30.42,74,190.97,2.25,11,663.0,0.0,1.0
16556,228.7,54,30.42,70,40.83,5.62,11,663.0,0.0,1.0
16557,256.52,54,30.42,59,132.54,2.25,11,663.0,0.0,1.0
16558,283.54,55,30.42,64,112.48,3.37,11,663.0,0.0,1.0
16559,309.3,55,30.42,67,32.11,1.12,11,663.0,0.0,1.0
16560,335.5,56,30.42,58,357.41,2.25,11,663.0,0.0,1.0
16561,357.1,56,30.42,50,99.67,5.62,11,663.0,0.0,1.0
16562,378.67,57,30.42,48,62.22,2.25,11,663.0,0.0,1.0
16563,398.58,57,30.41,50,78.17,5.62,11,663.0,0.0,1.0
16564,418.61,57,30.41,44,113.64,2.25,11,663.0,0.0,1.0
16565,437.01,56,30.41,41,154.16,4.5,11,663.0,0.0,1.0
16566,453.85,56,30.41,46,78.35,4.5,11,663.0,0.0,1.0
16567,471.62,56,30.41,55,89.31,2.25,11,663.0,0.0,1.0
16568,489.3,57,30.41,55,326.07,3.37,11,663.0,0.0,1.0
16569,505.17,57,30.41,58,349.51,1.12,11,663.0,0.0,1.0
16570,522.64,57,30.41,46,14.19,2.25,11,663.0,0.0,1.0
16571,542.51,57,30.41,47,56.06,5.62,11,663.0,0.0,1.0
16572,559.32,57,30.41,48,81.13,2.25,11,663.0,0.0,1.0
16573,573.68,58,30.41,59,61.91,5.62,11,663.0,0.0,1.0
16574,591.6,58,30.41,43,99.53,6.75,11,663.0,0.0,1.0
16575,604.8,59,30.41,47,114.91,2.25,11,663.0,0.0,1.0
16576,624.88,58,30.41,43,46.31,4.5,11,663.0,0.0,1.0
16577,638.57,58,30.41,49,19.14,4.5,11,663.0,0.0,1.0
16578,650.78,57,30.41,60,125.54,2.25,11,663.0,0.0,1.0
16579,664.75,57,30.41,67,77.73,3.37,11,663.0,0.0,1.0
16580,682.39,57,30.41,62,26.38,3.37,11,663.0,0.0,1.0
16581,694.92,57,30.41,57,43.84,6.75,11,663.0,0.0,1.0
16582,711.07,57,30.41,49,80.73,4.5,11,663.0,0.0,1.0
16583,720.04,57,30.41,54,158.79,2.25,11,663.0,0.0,1.0
16584,728.76,56,30.41,60,5.94,5.62,11,663.0,0.0,1.0
16585,739.08,56,30.41,69,55.49,3.37,11,663.0,0.0,1.0
16586,754.64,56,30.42,65,35.67,4.5,11,663.0,0.0,1.0
16587,761.04,57,30.41,67,38.36,5.62,11,663.0,0.0,1.0
16588,775.91,57,30.42,68,28.3,10.12,11,663.0,0.0,1.0
16589,783.2,58,30.42,65,37.73,12.37,11,663.0,0.0,1.0
16590,796.65,58,30.42,56,22.45,5.62,11,663.0,0.0,1.0
16591,803.06,58,30.42,58,47.22,7.87,11,663.0,0.0,1.0
16592,808.66,60,30.43,52,336.47,6.75,11,663.0,0.0,1.0
16593,823.47,60,30.43,36,3.37,4.5,11,663.0,0.0,1.0
16594,837.85,60,30.43,31,53.67,5.62,11,663.0,0.0,1.0
16595,845.97,61,30.43,25,50.41,6.75,11,663.0,0.0,1.0
16596,852.3,61,30.43,27,57.08,3.37,11,663.0,0.0,1.0
16597,853.98,61,30.44,25,0.11,6.75,11,663.0,0.0,1.0
16598,861.11,61,30.44,19,86.91,5.62,11,663.0,0.0,1.0
16599,865.7,61,30.44,21,21.44,5.62,11,663.0,0.0,1.0
16600,874.63,61,30.44,26,23.63,4.5,11,663.0,0.0,1.0
16601,876.5,61,30.44,22,73.63,10.12,11,663.0,0.0,1.0
16602,880.7,61,30.44,24,45.51,3.37,11,663.0,0.0,1.0
16603,884.37,61,30.44,20,347.31,3.37,11,663.0,0.0,1.0
16604,882.02,61,30.45,25,47.95,6.75,11,663.0,0.0,1.0
16605,883.66,61,30.45,31,98.91,2.25,11,663.0,0.0,1.0
16606,885.65,61,30.45,28,80.23,5.62,11,663.0,0.0,1.0
16607,885.67,61,30.45,21,24.89,6.75,11,663.0,0.0,1.0
16608,901.37,61,30.45,24,76.24,13.5,11,663.0,0.0,1.0
16609,890.11,61,30.45,23,121.31,6.75,11,663.0,0.0,1.0
16610,886.27,61,30.45,25,106.53,3.37,11,663.0,0.0,1.0
16611,887.32,61,30.45,24,35.07,5.62,11,663.0,0.0,1.0
16612,878.72,61,30.45,27,25.72,6.75,11,663.0,0.0,1.0
16613,885.64,62,30.45,25,89.93,4.5,11,663.0,0.0,1.0
16614,882.9,61,30.46,23,76.99,4.5,11,663.0,0.0,1.0
16615,880.98,61,30.46,19,65.61,7.87,11,663.0,0.0,1.0
16616,875.09,60,30.46,27,119.08,6.75,11,663.0,0.0,1.0
16617,868.42,59,30.46,33,133.12,6.75,11,663.0,0.0,1.0
16618,870.55,59,30.46,57,88.45,3.37,11,663.0,0.0,1.0
16619,858.27,59,30.46,61,16.82,7.87,11,663.0,0.0,1.0
16620,845.99,60,30.46,34,6.33,3.37,11,663.0,0.0,1.0
16621,837.73,60,30.46,30,73.79,6.75,11,663.0,0.0,1.0
